combo_id,Gory_Images,violence_content,violence_setting,violence_style,reactions_to_violence,violence_presentation,blood_gore_level,war_setting,injury_penalties,violent_overtones,violence_setting_context,pixelated_childlike_style,reactions_to_violence_type,violence_presentation_style,blood_gore_level_associated,creatures_human_behaviour,violence_against_real_animals,violent_overtones_present,disturbing_images_explicitness,blood_unrelated_description,summary,country,rating
2867,Yes,Violence or implied violence against humans,Realistic,"Yes, it has a pixelated style",Realistic,Often depicted from a close-up perspective,Moderate,No,"Yes, without penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is often depicted close-up | Moderate blood and gore | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Mature 17+
2868,Yes,Violence or implied violence against humans,Realistic,"Yes, it has a pixelated style",Realistic,Often depicted from a close-up perspective,Moderate,No,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is often depicted close-up | Moderate blood and gore | Violence towards defenseless characters without penalties,North America,Mature 17+
2869,Yes,Violence or implied violence against humans,Realistic,"Yes, it has a pixelated style",Realistic,Often depicted from a close-up perspective,High,Yes,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is often depicted close-up | High amount of blood and gore | Realistic or historical war setting | Fierce sounds or dark overtones,North America,Mature 17+
2870,Yes,Violence or implied violence against humans,Realistic,"Yes, it has a pixelated style",Realistic,Often depicted from a close-up perspective,High,Yes,No,No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is often depicted close-up | High amount of blood and gore | Realistic or historical war setting,North America,Mature 17+
2871,Yes,Violence or implied violence against humans,Realistic,"Yes, it has a pixelated style",Realistic,Often depicted from a close-up perspective,High,Yes,"Yes, with penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is often depicted close-up | High amount of blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Mature 17+
2872,Yes,Violence or implied violence against humans,Realistic,"Yes, it has a pixelated style",Realistic,Often depicted from a close-up perspective,High,Yes,"Yes, with penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is often depicted close-up | High amount of blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties,North America,Mature 17+
2873,Yes,Violence or implied violence against humans,Realistic,"Yes, it has a pixelated style",Realistic,Often depicted from a close-up perspective,High,Yes,"Yes, without penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is often depicted close-up | High amount of blood and gore | Realistic or historical war setting | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Mature 17+
2874,Yes,Violence or implied violence against humans,Realistic,"Yes, it has a pixelated style",Realistic,Often depicted from a close-up perspective,High,Yes,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is often depicted close-up | High amount of blood and gore | Realistic or historical war setting | Violence towards defenseless characters without penalties,North America,Mature 17+
2875,Yes,Violence or implied violence against humans,Realistic,"Yes, it has a pixelated style",Realistic,Often depicted from a close-up perspective,High,No,No,Yes,,,,,,,,,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a fantastical setting | Reactions to violence are depicted realistically | Violence is rarely depicted close-up | Moderate blood and gore | Realistic or historical war setting | Fierce sounds or dark overtones,North America,Mature 17+
2876,Yes,Violence or implied violence against humans,Realistic,"Yes, it has a pixelated style",Realistic,Often depicted from a close-up perspective,High,No,No,No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is often depicted close-up | High amount of blood and gore,North America,Mature 17+
2877,Yes,Violence or implied violence against humans,Realistic,"Yes, it has a pixelated style",Realistic,Often depicted from a close-up perspective,High,No,"Yes, with penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is often depicted close-up | High amount of blood and gore | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Mature 17+
2878,Yes,Violence or implied violence against humans,Realistic,"Yes, it has a pixelated style",Realistic,Often depicted from a close-up perspective,High,No,"Yes, with penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is often depicted close-up | High amount of blood and gore | Violence towards defenseless characters with penalties,North America,Mature 17+
2879,Yes,Violence or implied violence against humans,Realistic,"Yes, it has a pixelated style",Realistic,Often depicted from a close-up perspective,High,No,"Yes, without penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is often depicted close-up | High amount of blood and gore | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Mature 17+
2880,Yes,Violence or implied violence against humans,Realistic,"Yes, it has a pixelated style",Realistic,Often depicted from a close-up perspective,High,No,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted realistically | Violence is often depicted close-up | High amount of blood and gore | Violence towards defenseless characters without penalties,North America,Mature 17+
2881,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,None,Yes,No,Yes,,,,,,,,,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a fantastical setting | Reactions to violence are depicted realistically | Violence is rarely depicted close-up | Moderate blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties,North America,Mature 17+
2882,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,None,Yes,No,No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Realistic or historical war setting,North America,Everyone 10+
2883,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,None,Yes,"Yes, with penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Realistic or historical war setting | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Everyone 10+
2884,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,None,Yes,"Yes, with penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Realistic or historical war setting | Violence towards defenseless characters with penalties,North America,Everyone 10+
2885,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,None,Yes,"Yes, without penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Realistic or historical war setting | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Everyone 10+
2886,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,None,Yes,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Realistic or historical war setting | Violence towards defenseless characters without penalties,North America,Everyone 10+
2887,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,None,No,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Fierce sounds or dark overtones,North America,Everyone 10+
2888,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,None,No,No,No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to,North America,Everyone 10+
2889,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,None,No,"Yes, with penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Everyone 10+
2890,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,None,No,"Yes, with penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Violence towards defenseless characters with penalties,North America,Everyone 10+
2891,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,None,No,"Yes, without penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Everyone 10+
2892,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,None,No,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Violence towards defenseless characters without penalties,North America,Everyone 10+
2893,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Mild/Limited,Yes,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Mild/Limited blood and gore | Realistic or historical war setting | Fierce sounds or dark overtones,North America,Teen
2894,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Mild/Limited,Yes,No,No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Mild/Limited blood and gore | Realistic or historical war setting,North America,Teen
2895,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Mild/Limited,Yes,"Yes, with penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Mild/Limited blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Teen
2896,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Mild/Limited,Yes,"Yes, with penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Mild/Limited blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties,North America,Teen
2897,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Mild/Limited,Yes,"Yes, without penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Mild/Limited blood and gore | Realistic or historical war setting | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Teen
2898,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Mild/Limited,Yes,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Mild/Limited blood and gore | Realistic or historical war setting | Violence towards defenseless characters without penalties,North America,Teen
2899,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Mild/Limited,No,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Mild/Limited blood and gore | Fierce sounds or dark overtones,North America,Teen
2900,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Mild/Limited,No,No,No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Mild/Limited blood and gore,North America,Teen
2901,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Mild/Limited,No,"Yes, with penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Mild/Limited blood and gore | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Teen
2902,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Mild/Limited,No,"Yes, with penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Mild/Limited blood and gore | Violence towards defenseless characters with penalties,North America,Teen
2903,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Mild/Limited,No,"Yes, without penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Mild/Limited blood and gore | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Teen
2904,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Mild/Limited,No,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Mild/Limited blood and gore | Violence towards defenseless characters without penalties,North America,Teen
2905,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Moderate,Yes,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Moderate blood and gore | Realistic or historical war setting | Fierce sounds or dark overtones,North America,Teen
2906,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Moderate,Yes,No,No,,,,,,,,,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a fantastical setting | Reactions to violence are depicted realistically | Violence is rarely depicted close-up | High amount of blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties,North America,Mature 17+
2907,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Moderate,Yes,"Yes, with penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Moderate blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Teen
2908,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Moderate,Yes,"Yes, with penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Moderate blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties,North America,Teen
2909,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Moderate,Yes,"Yes, without penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Moderate blood and gore | Realistic or historical war setting | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Teen
2910,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Moderate,Yes,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Moderate blood and gore | Realistic or historical war setting | Violence towards defenseless characters without penalties,North America,Teen
2911,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Moderate,No,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Moderate blood and gore | Fierce sounds or dark overtones,North America,Teen
2912,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Moderate,No,No,No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Moderate blood and gore,North America,Teen
2913,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Moderate,No,"Yes, with penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Moderate blood and gore | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Teen
2914,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Moderate,No,"Yes, with penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Moderate blood and gore | Violence towards defenseless characters with penalties,North America,Teen
2915,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Moderate,No,"Yes, without penalties",Yes,,,,,,,,,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a fantastical setting | Reactions to violence are depicted realistically | Violence is rarely depicted close-up | High amount of blood and gore | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Mature 17+
2916,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,Moderate,No,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Moderate blood and gore | Violence towards defenseless characters without penalties,North America,Teen
2917,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,High,Yes,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | High amount of blood and gore | Realistic or historical war setting | Fierce sounds or dark overtones,North America,Teen
2918,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,High,Yes,No,No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | High amount of blood and gore | Realistic or historical war setting,North America,Teen
2919,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,High,Yes,"Yes, with penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | High amount of blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Teen
2920,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,High,Yes,"Yes, with penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | High amount of blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties,North America,Teen
2921,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,High,Yes,"Yes, without penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | High amount of blood and gore | Realistic or historical war setting | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Teen
2922,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,High,Yes,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | High amount of blood and gore | Realistic or historical war setting | Violence towards defenseless characters without penalties,North America,Teen
2923,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,High,No,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | High amount of blood and gore | Fierce sounds or dark overtones,North America,Teen
2924,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,High,No,No,No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | High amount of blood and gore,North America,Teen
2925,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,High,No,"Yes, with penalties",Yes,,,,,,,,,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a fantastical setting | Reactions to violence are depicted realistically | Violence is often depicted close-up | Realistic or historical war setting | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Teen
2926,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,High,No,"Yes, with penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | High amount of blood and gore | Violence towards defenseless characters with penalties,North America,Teen
2927,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,High,No,"Yes, without penalties",Yes,,,,,,,,,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a fantastical setting | Reactions to violence are depicted realistically | Violence is often depicted close-up | Realistic or historical war setting | Violence towards defenseless characters with penalties,North America,Teen
2928,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Referred to,High,No,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | High amount of blood and gore | Violence towards defenseless characters without penalties,North America,Teen
2929,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,None,Yes,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Realistic or historical war setting | Fierce sounds or dark overtones,North America,Everyone 10+
2930,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,None,Yes,No,No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Realistic or historical war setting,North America,Everyone 10+
2931,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,None,Yes,"Yes, with penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Realistic or historical war setting | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Everyone 10+
2932,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,None,Yes,"Yes, with penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Realistic or historical war setting | Violence towards defenseless characters with penalties,North America,Everyone 10+
2933,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,None,Yes,"Yes, without penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Realistic or historical war setting | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Teen
2934,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,None,Yes,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Realistic or historical war setting | Violence towards defenseless characters without penalties,North America,Teen
2935,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,None,No,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Fierce sounds or dark overtones,North America,Everyone 10+
2936,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,None,No,No,No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied,North America,Everyone 10+
2937,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,None,No,"Yes, with penalties",Yes,,,,,,,,,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a fantastical setting | Reactions to violence are depicted realistically | Violence is often depicted close-up | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Teen
2938,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,None,No,"Yes, with penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Violence towards defenseless characters with penalties,North America,Everyone 10+
2939,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,None,No,"Yes, without penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Teen
2940,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,None,No,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Violence towards defenseless characters without penalties,North America,Teen
2941,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Mild/Limited,Yes,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Mild/Limited blood and gore | Realistic or historical war setting | Fierce sounds or dark overtones,North America,Everyone 10+
2942,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Mild/Limited,Yes,No,No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Mild/Limited blood and gore | Realistic or historical war setting,North America,Everyone 10+
2943,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Mild/Limited,Yes,"Yes, with penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Mild/Limited blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Everyone 10+
2944,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Mild/Limited,Yes,"Yes, with penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Mild/Limited blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties,North America,Everyone 10+
2945,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Mild/Limited,Yes,"Yes, without penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Mild/Limited blood and gore | Realistic or historical war setting | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Teen
2946,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Mild/Limited,Yes,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Mild/Limited blood and gore | Realistic or historical war setting | Violence towards defenseless characters without penalties,North America,Teen
2947,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Mild/Limited,No,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Mild/Limited blood and gore | Fierce sounds or dark overtones,North America,Everyone 10+
2948,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Mild/Limited,No,No,No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Mild/Limited blood and gore,North America,Everyone 10+
2949,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Mild/Limited,No,"Yes, with penalties",Yes,,,,,,,,,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a fantastical setting | Reactions to violence are depicted realistically | Violence is often depicted close-up | Mild/Limited blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Teen
2950,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Mild/Limited,No,"Yes, with penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Mild/Limited blood and gore | Violence towards defenseless characters with penalties,North America,Everyone 10+
2951,Yes,Violence or implied violence against humans,Realistic,No,Unrealistic,Implied but not seen,Mild/Limited,No,"Yes, without penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is implied | Mild/Limited blood and gore | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Teen
